poblacion,provincia,edad,genero,grupo_edad,vivienda,horario_laboral,experiencia_animales,tiempo_disponible,tipo_animal,devuelto,perfil_adoptante,apto,lat,lon,the_geom,display_name,geocode_resolution
Gijon,asturias,20,Hombre,18–24,Atico,Jornada Parcial (Tarde),Alta,>5h,perro,no,Adulto experimentado,Sí,43.5449422,-5.66275,POINT(-5.66275 43.5449422),"Gijón, Asturias, España",locality
Galapagar,madrid,29,Mujer,25–34,Piso,Jornada Completa,Media,2–5h,perro,no,Joven urbano,Sí,40.5774992,-4.0037748,POINT(-4.0037748 40.5774992),"Galapagar, Comunidad de Madrid, España",locality
Madrid,madrid,36,Mujer,35–44,Piso,Jornada Completa,Alta,2–5h,perro,si,No apto,No,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Olias Del Rey,toledo,45,Mujer,45–54,Casa/Chalet,Turno Rotativo,Baja,2–5h,gato,no,Adulto experimentado,Sí,39.9447357,-3.9872516,POINT(-3.9872516 39.9447357),"Olías del Rey, Toledo, Castilla-La Mancha, 45280, España",locality
Madrid,madrid,23,Hombre,18–24,Piso,Jornada Completa,Baja,2–5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Santa Maria De Benquerencia,toledo,24,Mujer,18–24,Casa/Chalet,Jornada Parcial (Manana),Media,2–5h,perro,no,Adulto experimentado,Sí,39.8654953,-3.9460617,POINT(-3.9460617 39.8654953),"Santa María de Benquerencia, Toledo, Castilla-La Mancha, 45007, España",locality
Madrid,madrid,50,Mujer,45–54,Casa/Chalet,Jornada Parcial (Manana),Alta,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,51,Mujer,45–54,Piso,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,38,Hombre,35–44,Piso,Jornada Completa,Media,<1–2h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
San Fernando De Henares,madrid,24,Mujer,18–24,Piso,Jornada Completa,Alta,2–5h,perro,no,Joven urbano,Sí,40.4248548,-3.5350369,POINT(-3.5350369 40.4248548),"San Fernando de Henares, Comunidad de Madrid, 28830, España",locality
San Sebastian De Los Reyes,madrid,26,Mujer,25–34,Piso,Sin Empleo,Media,2–5h,perro,no,Joven urbano,Sí,40.5473698,-3.6260586,POINT(-3.6260586 40.5473698),"San Sebastián de los Reyes, Comunidad de Madrid, España",locality
Pinoso,alicante,26,Hombre,25–34,Atico,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,38.4021056,-1.041617,POINT(-1.041617 38.4021056),"Pinoso, El Vinalopó Medio, Alicante, Comunidad Valenciana, 03650, España",locality
Olias Del Rey,toledo,54,Mujer,45–54,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,39.9447357,-3.9872516,POINT(-3.9872516 39.9447357),"Olías del Rey, Toledo, Castilla-La Mancha, 45280, España",locality
Madrid,madrid,27,Hombre,25–34,Piso,Jornada Completa,Alta,>5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Sesena,toledo,28,Mujer,25–34,Piso,Jornada Completa,Media,2–5h,perro,no,Joven urbano,Sí,40.1048269,-3.6963093,POINT(-3.6963093 40.1048269),"Seseña, Toledo, Castilla-La Mancha, España",locality
Madrid,madrid,51,Hombre,45–54,Piso,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,56,Hombre,55–64,Piso,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Humanes,madrid,29,Mujer,25–34,Casa/Chalet,Jornada Completa,Alta,2–5h,gato,no,Adulto experimentado,Sí,40.2562378,-3.827886,POINT(-3.827886 40.2562378),"Humanes, Calle del Ferrocarril, Humanes de Madrid, Comunidad de Madrid, 28970, España",locality
Madrid,madrid,36,Hombre,35–44,Atico,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Mostoles,madrid,55,Hombre,55–64,Piso,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Aranjuez,madrid,37,Mujer,35–44,Piso,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,40.03221,-3.6039604,POINT(-3.6039604 40.03221),"Aranjuez, Comunidad de Madrid, 28300, España",locality
Sesena,toledo,34,Mujer,25–34,Atico,Jornada Completa,Alta,2–5h,perro,si,No apto,No,40.1048269,-3.6963093,POINT(-3.6963093 40.1048269),"Seseña, Toledo, Castilla-La Mancha, España",locality
Camarma De Esteruelas,madrid,51,Hombre,45–54,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.5497252,-3.3785043,POINT(-3.3785043 40.5497252),"Camarma de Esteruelas, Comunidad de Madrid, 28816, España",locality
Getafe,madrid,24,Hombre,18–24,Vivienda compartida,Jornada Completa,Media,2–5h,gato,no,Joven urbano,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Getafe,madrid,33,Mujer,25–34,Piso,Turno Rotativo,Media,2–5h,gato,no,Adulto experimentado,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Lominchar,toledo,27,Hombre,25–34,Casa/Chalet,Turno Rotativo,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.0900948,-3.9665995,POINT(-3.9665995 40.0900948),"Lominchar, Toledo, Castilla-La Mancha, 45212, España",locality
Toledo,toledo,26,Hombre,25–34,Casa/Chalet,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Ventas De Retamosa,toledo,38,Hombre,35–44,Casa/Chalet,Jornada Completa,Media,>5h,perro,si,No apto,No,40.1549585,-4.1142313,POINT(-4.1142313 40.1549585),"Las Ventas de Retamosa, Toledo, Castilla-La Mancha, España",locality
Olias Del Rey,toledo,55,Mujer,55–64,Piso,Sin Empleo,Alta,2–5h,perro,no,Adulto experimentado,Sí,39.9447357,-3.9872516,POINT(-3.9872516 39.9447357),"Olías del Rey, Toledo, Castilla-La Mancha, 45280, España",locality
Madrid,madrid,54,Mujer,45–54,Piso,Jornada Parcial (Tarde),Alta,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Cedillo Del Condado,toledo,25,Hombre,25–34,Piso,Jornada Completa,Alta,2–5h,perro,no,Joven urbano,Sí,40.1153734,-3.9257738,POINT(-3.9257738 40.1153734),"Cedillo del Condado, Toledo, Castilla-La Mancha, 45214, España",locality
Madrid,madrid,59,Hombre,55–64,Piso,Jornada Completa,Alta,2–5h,perro,si,No apto,No,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,23,Mujer,18–24,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,49,Mujer,45–54,Piso,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,33,Hombre,25–34,Piso,Jornada Parcial (Tarde),Media,<1–2h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,58,Mujer,55–64,Piso,Turno Rotativo,Alta,2–5h,perro,si,No apto,No,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
El Alamo,madrid,32,Hombre,25–34,Piso,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.2307296,-3.9905893,POINT(-3.9905893 40.2307296),"El Álamo, Comunidad de Madrid, 28607, España",locality
Madrid,madrid,28,Mujer,25–34,Piso,Jornada Completa,Alta,2–5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Velilla De San Antonio,madrid,21,Hombre,18–24,Piso,Jornada Completa,Alta,2–5h,perro,no,Joven urbano,Sí,40.367166,-3.4874435,POINT(-3.4874435 40.367166),"Velilla de San Antonio, Comunidad de Madrid, 28891, España",locality
Madrid,madrid,21,Hombre,18–24,Casa/Chalet,Turno Rotativo,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,57,Mujer,55–64,Atico,Jornada Parcial (Tarde),Alta,>5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Aguilas,murcia,38,Mujer,35–44,Piso,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,37.4099628,-1.5804922,POINT(-1.5804922 37.4099628),"Águilas, Alto Guadalentín, Región de Murcia, España",locality
Illescas,toledo,58,Hombre,55–64,Piso,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,40.1248436,-3.8492688,POINT(-3.8492688 40.1248436),"Illescas, Toledo, Castilla-La Mancha, 45200, España",locality
Madrid,madrid,23,Hombre,18–24,Atico,Turno Rotativo,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,20,Hombre,18–24,Piso,Jornada Parcial (Manana),Alta,2–5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Pepino,toledo,43,Hombre,35–44,Atico,Jornada Completa,Alta,2–5h,perro,si,No apto,No,40.0326263,-4.8024429,POINT(-4.8024429 40.0326263),"Pepino, Toledo, Castilla-La Mancha, 45638, España",locality
Illescas,toledo,29,Mujer,25–34,Atico,Jornada Completa,Alta,<1–2h,perro,no,Adulto experimentado,Sí,40.1248436,-3.8492688,POINT(-3.8492688 40.1248436),"Illescas, Toledo, Castilla-La Mancha, 45200, España",locality
Algete,madrid,34,Mujer,25–34,Piso,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.5961652,-3.4974246,POINT(-3.4974246 40.5961652),"Algete, Comunidad de Madrid, España",locality
Madrid,madrid,35,Hombre,35–44,Piso,Jornada Parcial (Manana),Alta,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Noblejas,toledo,39,Hombre,35–44,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,39.9803187,-3.4403876,POINT(-3.4403876 39.9803187),"Noblejas, Toledo, Castilla-La Mancha, España",locality
La Navata,madrid,48,Mujer,45–54,Casa/Chalet,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,40.5954841,-3.9861152,POINT(-3.9861152 40.5954841),"La Navata, Galapagar, Comunidad de Madrid, 28420, España",locality
Madrid,madrid,45,Mujer,45–54,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Mostoles,madrid,23,Mujer,18–24,Piso,Jornada Completa,Alta,<1–2h,perro,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Navalcarnero,madrid,31,Mujer,25–34,Atico,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.2877169,-4.014299,POINT(-4.014299 40.2877169),"Navalcarnero, Comunidad de Madrid, 28600, España",locality
Sesena,toledo,25,Mujer,25–34,Casa/Chalet,Jornada Parcial (Tarde),Baja,2–5h,perro,no,Adulto experimentado,Sí,40.1048269,-3.6963093,POINT(-3.6963093 40.1048269),"Seseña, Toledo, Castilla-La Mancha, España",locality
Olias Del Rey,toledo,31,Hombre,25–34,Atico,Jornada Parcial (Manana),Media,2–5h,perro,no,Adulto experimentado,Sí,39.9447357,-3.9872516,POINT(-3.9872516 39.9447357),"Olías del Rey, Toledo, Castilla-La Mancha, 45280, España",locality
Alcala De Henares,madrid,29,Hombre,25–34,Piso,Jornada Completa,Alta,<1–2h,perro,no,Adulto experimentado,Sí,40.481954,-3.363981,POINT(-3.363981 40.481954),"Alcalá de Henares, Comunidad de Madrid, España",locality
Toledo,toledo,44,Hombre,35–44,Piso,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Madrid,madrid,28,Mujer,25–34,Atico,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,31,Hombre,25–34,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,si,No apto,No,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,29,Hombre,25–34,Casa/Chalet,Jornada Completa,Baja,>5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
No Indica,no indica,59,Mujer,55–64,Casa/Chalet,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,,,nan,nan,locality
Turleque,toledo,27,Hombre,25–34,Atico,Turno Rotativo,Media,2–5h,perro,no,Adulto experimentado,Sí,39.6011467,-3.6139069,POINT(-3.6139069 39.6011467),"Turleque, Toledo, Castilla-La Mancha, 45789, España",locality
Valdemoro,madrid,38,Mujer,35–44,Piso,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,40.1888604,-3.67143,POINT(-3.67143 40.1888604),"Valdemoro, Comunidad de Madrid, España",locality
Madrid,madrid,29,Hombre,25–34,Piso,Jornada Parcial (Manana),Media,>5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,19,Mujer,18–24,Vivienda compartida,Jornada Completa,Media,2–5h,perro,si,No apto,No,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Olias Del Rey,toledo,22,Hombre,18–24,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,39.9447357,-3.9872516,POINT(-3.9872516 39.9447357),"Olías del Rey, Toledo, Castilla-La Mancha, 45280, España",locality
Bargas,toledo,24,Hombre,18–24,Piso,Jornada Completa,Alta,<1–2h,perro,no,Adulto experimentado,Sí,39.9393212,-4.0201526,POINT(-4.0201526 39.9393212),"Bargas, Toledo, Castilla-La Mancha, 45593, España",locality
Alcala De Henares,madrid,31,Hombre,25–34,Casa/Chalet,Turno Rotativo,Media,>5h,perro,no,Adulto experimentado,Sí,40.481954,-3.363981,POINT(-3.363981 40.481954),"Alcalá de Henares, Comunidad de Madrid, España",locality
Madrid,madrid,37,Mujer,35–44,Piso,Jornada Parcial (Tarde),Alta,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,19,Hombre,18–24,Atico,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
San Martin De La Vega,madrid,45,Mujer,45–54,Casa/Chalet,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,40.2110462,-3.5771806,POINT(-3.5771806 40.2110462),"San Martín de la Vega, Comunidad de Madrid, 28330, España",locality
San Sebastian,guipuzcoa,58,Mujer,55–64,Piso,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,43.3224219,-1.9838889,POINT(-1.9838889 43.3224219),"San Sebastián, Guipúzcoa, País Vasco, España",locality
No Indica,no indica,18,Mujer,18–24,Piso,Jornada Completa,Alta,<1–2h,perro,no,Adulto experimentado,Sí,,,nan,nan,locality
Madrid,madrid,21,Mujer,18–24,Piso,Jornada Completa,Media,>5h,perro,si,No apto,No,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Illescas,madrid,45,Mujer,45–54,Vivienda compartida,Jornada Completa,Media,<1–2h,perro,no,Adulto experimentado,Sí,40.389242,-3.7516827,POINT(-3.7516827 40.389242),"Calle de Illescas, Aluche, Latina, Madrid, Comunidad de Madrid, 28047, España",locality
Madrid,madrid,52,Mujer,45–54,Piso,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Parla,madrid,23,Hombre,18–24,Piso,Jornada Parcial (Tarde),Alta,2–5h,perro,si,No apto,No,40.2373952,-3.7718902,POINT(-3.7718902 40.2373952),"Parla, Comunidad de Madrid, España",locality
Magan,toledo,44,Hombre,35–44,Piso,Jornada Completa,Alta,>5h,perro,si,No apto,No,39.961848,-3.9308991,POINT(-3.9308991 39.961848),"Magán, Toledo, Castilla-La Mancha, España",locality
Yuncler,toledo,42,Hombre,35–44,Piso,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.0440004,-3.9008053,POINT(-3.9008053 40.0440004),"Yuncler, Toledo, Castilla-La Mancha, 45529, España",locality
Bargas,toledo,33,Mujer,25–34,Piso,Turno Rotativo,Alta,<1–2h,perro,no,Adulto experimentado,Sí,39.9393212,-4.0201526,POINT(-4.0201526 39.9393212),"Bargas, Toledo, Castilla-La Mancha, 45593, España",locality
Madrid,madrid,30,Hombre,25–34,Piso,Jornada Parcial (Manana),Alta,2–5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Cobisa,toledo,34,Hombre,25–34,Piso,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,39.8044211,-4.0247277,POINT(-4.0247277 39.8044211),"Cobisa, Toledo, Castilla-La Mancha, 45111, España",locality
Ugena,toledo,54,Hombre,45–54,Casa/Chalet,Jornada Parcial (Tarde),Alta,>5h,perro,no,Adulto experimentado,Sí,40.1574161,-3.8766994,POINT(-3.8766994 40.1574161),"Ugena, Toledo, Castilla-La Mancha, 45217, España",locality
No Indica,no indica,18,Hombre,18–24,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,,,nan,nan,locality
La Puebla De Montalban,toledo,47,Mujer,45–54,Casa/Chalet,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,39.8644503,-4.3592794,POINT(-4.3592794 39.8644503),"La Puebla de Montalbán, Toledo, Castilla-La Mancha, 45516, España",locality
Valdemoro,madrid,25,Mujer,25–34,Piso,Turno Rotativo,Media,2–5h,perro,no,Joven urbano,Sí,40.1888604,-3.67143,POINT(-3.67143 40.1888604),"Valdemoro, Comunidad de Madrid, España",locality
Avila,avila,55,Hombre,55–64,Piso,Jornada Parcial (Tarde),Baja,>5h,perro,no,Adulto experimentado,Sí,40.656478,-4.7002172,POINT(-4.7002172 40.656478),"Ávila, Castilla y León, España",locality
Madrid,madrid,32,Mujer,25–34,Piso,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Orgaz,toledo,35,Mujer,35–44,Atico,Sin Empleo,Alta,>5h,perro,no,Adulto experimentado,Sí,39.6475279,-3.8748671,POINT(-3.8748671 39.6475279),"Orgaz, Toledo, Castilla-La Mancha, España",locality
Ciudad Real,ciudad real,32,Mujer,25–34,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,38.9854201,-3.9285138,POINT(-3.9285138 38.9854201),"Ciudad Real, Castilla-La Mancha, España",locality
Madrid,madrid,53,Mujer,45–54,Piso,Turno Rotativo,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Ugena,toledo,41,Hombre,35–44,Piso,Jornada Parcial (Manana),Alta,2–5h,perro,no,Adulto experimentado,Sí,40.1574161,-3.8766994,POINT(-3.8766994 40.1574161),"Ugena, Toledo, Castilla-La Mancha, 45217, España",locality
Torrevieja,alicante,22,Mujer,18–24,Vivienda compartida,Jornada Completa,Media,2–5h,perro,no,Joven urbano,Sí,37.9775416,-0.6828446,POINT(-0.6828446 37.9775416),"Torrevieja, La Vega Baja, Alicante, Comunidad Valenciana, España",locality
Toledo,toledo,36,Mujer,35–44,Piso,Jornada Completa,Alta,<1–2h,perro,no,Adulto experimentado,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Barcelona,barcelona,18,Hombre,18–24,Atico,Jornada Parcial (Manana),Alta,2–5h,perro,no,Adulto experimentado,Sí,41.3825802,2.177073,POINT(2.177073 41.3825802),"Barcelona, Barcelonés, Barcelona, Cataluña, España",locality
No Indica,no indica,25,Mujer,25–34,Casa/Chalet,Turno Rotativo,Alta,>5h,perro,no,Adulto experimentado,Sí,,,nan,nan,locality
Manzanares,ciudad real,20,Hombre,18–24,Vivienda compartida,Jornada Parcial (Tarde),Alta,2–5h,perro,no,Joven urbano,Sí,38.9962242,-3.3722143,POINT(-3.3722143 38.9962242),"Manzanares, Ciudad Real, Castilla-La Mancha, 13200, España",locality
Madrid,madrid,22,Mujer,18–24,Piso,Sin Empleo,Alta,<1–2h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Las Rozas,madrid,32,Hombre,25–34,Piso,Jornada Parcial (Tarde),Alta,<1–2h,perro,no,Adulto experimentado,Sí,40.4942937,-3.867936,POINT(-3.867936 40.4942937),"Las Rozas, Calle San Sebastián, Urbanización El Coto, Las Rozas de Madrid, Comunidad de Madrid, 28231, España",locality
Marchamalo,guadalajara,38,Hombre,35–44,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.668958,-3.2013493,POINT(-3.2013493 40.668958),"Marchamalo, Guadalajara, Castilla-La Mancha, 19180, España",locality
Casarrubios Del Monte,toledo,49,Mujer,45–54,Atico,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,40.1851006,-4.0373112,POINT(-4.0373112 40.1851006),"Casarrubios del Monte, Toledo, Castilla-La Mancha, 45950, España",locality
Pioz,guadalajara,31,Hombre,25–34,Piso,Turno Rotativo,Alta,<1–2h,perro,no,Adulto experimentado,Sí,40.462515,-3.1754698,POINT(-3.1754698 40.462515),"Pioz, Guadalajara, Castilla-La Mancha, 19162, España",locality
Madrid,madrid,43,Hombre,35–44,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Sesena,toledo,29,Hombre,25–34,Piso,Jornada Completa,Alta,2–5h,perro,no,Joven urbano,Sí,40.1048269,-3.6963093,POINT(-3.6963093 40.1048269),"Seseña, Toledo, Castilla-La Mancha, España",locality
